linker_smiles,count
Brc1cc2cnccc2cn1,1
O=C([O-])c1ccc2cc(C(=O)[O-])c(Br)cc2c1,1
CCc1c(C(=O)[O-])ccc2cc(C(=O)[O-])ccc12,1
Ic1nc(-c2ccccc2)cc2c(I)nc(-c3ccccc3)cc12,1
O=C([O-])c1c2ccc(I)c(I)c2c(C(=O)[O-])c2ccc(I)c(I)c12,1
Fc1nccc2cnccc12,1
O=C([O-])c1cc(C(=O)O)c2ccc3c(C(=O)[O-])cccc3c2c1,1
O=C([O-])c1ccc2c(C(=O)O)c(C(=O)[O-])ccc2c1F,1
O=C([O-])c1ccc2c(I)cc3c(C(=O)[O-])cccc3c2c1I,1
CCc1c(C(=O)[O-])c(F)c(F)c2c(CC)c(C(=O)[O-])cc(F)c12,1
CCc1c(F)cc2c(ccc3ccc(C(=O)[O-])c(CC)c32)c1C(=O)[O-],1
CCc1cnc(F)c2ccncc12,1
O=[N+]([O-])c1cnc(F)c2ccncc12,1
O=C([O-])c1c([N+](=O)[O-])cc2c(F)cc3c(C(=O)[O-])c([N+](=O)[O-])cc([N+](=O)[O-])c3c2c1F,1
O=C([O-])c1ccc2c([N+](=O)[O-])c(C(=O)[O-])ccc2c1,1
CNc1cc2ccc(C(=O)[O-])c(Br)c2c2cccc(C(=O)[O-])c12,1
O[C]1C2=CN=C(O)[C](O)C2=CN=C1O,1
O=C([O-])c1cc2ccc3c(O)c(C(=O)[O-])cc4ccc(c1O)c2c43,1
O=C([O-])c1ccc2c(O)c(C(=O)[O-])ccc2c1O,1
COc1nccc2c(OC)nccc12,1
N#Cc1cc2c(cc(C#N)c3ccc(C(=O)[O-])c(C#N)c32)c2c(C#N)c(C(=O)[O-])ccc12,1
Fc1cncc2c(F)cncc12,1
O=C([O-])c1c(Cl)c(F)c2c(F)c(C(=O)[O-])c(Cl)c(F)c2c1F,1
O=C([O-])c1c(Cl)cc2c(F)cc3c(cc(F)c4cc(Cl)c(C(=O)[O-])c(F)c43)c2c1F,1
O=C(O)c1ncc(Br)c2c(C(=O)O)ncc(Br)c12,1
O=C([O-])c1ccc2c(Br)c(C(=O)[O-])ccc2c1Br,1
Clc1cnc(Cl)c2c(Cl)cnc(Cl)c12,1
O=C(O)c1cc2c(Cl)c(C(=O)[O-])c(C(=O)O)cc2c(Cl)c1C(=O)[O-],1
Oc1nc(I)cc2c(O)nc(I)cc12,1
O=CC1C(C=O)(C=O)C2(C(=O)[O-])C(I)C(I)C1(C(=O)[O-])C(I)(C=O)C2I,1
O=Cc1c(C(=O)[O-])c(I)c2c(C=O)cc(C(=O)[O-])cc2c1C=O,1
O=Cc1cc2c(I)ncc(C=O)c2cn1,1
CCC1CC2(C(=O)[O-])CCC1(C(=O)[O-])C(CC)([N+](=O)[O-])C2,1
CCc1cc2cncc(CC)c2cn1,1
O=C([O-])C12CC(O)C(C(=O)[O-])(C(O)C1c1ccccc1)C(c1ccccc1)C2O,1
O=C([O-])c1ccc2c(O)c(C(=O)[O-])c(O)c(-c3ccccc3)c2c1,1
Fc1cc2c(Cl)nc(F)c(F)c2c(Cl)n1,1
O=C([O-])C#CC12C(F)C(F)C(C#CC(=O)[O-])(C(Cl)C1F)C(F)(Cl)C2(F)Cl,1
O=C([O-])c1cc(Cl)c2cc(C(=O)[O-])c(F)c(F)c2c1,1
O=Cc1cc2c(C=O)nc(C=O)cc2c(C=O)n1,1
CCO[C]1C2=CN=C(OCC)[C](OCC)C2=CN=C1OCC,1
CCOC12C3(C#N)C4(C#CC(=O)[O-])C1(OCC)C1(C#N)C2(C#CC(=O)[O-])C3(OCC)C14OCC,1
CCOc1ncc(C#N)c2c(OCC)ncc(C#N)c12,1
N#Cc1c(C(=O)[O-])c(C#N)c2c(C#N)c(C#N)c(C(=O)[O-])c(C#N)c2c1C#N,1
O=Cc1cncc2c(C=O)cncc12,1
O=C([O-])C#CC12C3(Br)C4(Br)C1(Br)C1(Br)C2(Br)C3(Br)C41C#CC(=O)[O-],1
O=Cc1cc2c(Br)nc(C=O)cc2c(Br)n1,1
O=C[C]([C](C=O)c1ccc(C(=O)[O-])cc1)c1ccc(C(=O)[O-])cc1,1
CCCc1cc(C(=O)[O-])ccc1C=Cc1ccc(C(=O)[O-])cc1CCC,1
COc1c(C(=O)[O-])ccc2c(OC)c(C(=O)[O-])ccc12,1
COc1c(C(=O)[O-])c(OC)c2c(C#N)c(OC)c(C(=O)[O-])c(OC)c2c1C#N,1
COc1cc(C(=O)[O-])ccc1C1=N[N]C(c2ccc(C(=O)[O-])cc2OC)=N[N]1,1
COc1nc(C#N)cc2c(OC)nc(C#N)cc12,1
CCc1cc(C2=N[N]C(c3cc(Cl)c(C(=O)[O-])c(CC)c3)=N[N]2)cc(Cl)c1C(=O)[O-],1
CCc1cc2c(CC)nc(CC)cc2c(CC)n1,1
O=C([O-])c1ccc(C2=N[N]C(c3ccc(C(=O)[O-])cc3-c3ccccc3)=N[N]2)c(-c2ccccc2)c1,1
CCc1c(C(=O)[O-])c([N+](=O)[O-])cc(C2=N[N]C(c3cc([N+](=O)[O-])c(C(=O)[O-])c(CC)c3[N+](=O)[O-])=N[N]2)c1[N+](=O)[O-],1
CCc1c(C(=O)[O-])c([N+](=O)[O-])cc2c(CC)c(C(=O)[O-])c([N+](=O)[O-])cc12,1
O=[N+]([O-])c1ncc2c([N+](=O)[O-])c([N+](=O)[O-])ncc2c1[N+](=O)[O-],1
[O]S([O])(O)c1cc2c3c(c(S([O])([O])O)cc4c3c1C(=O)N(c1cc([N+](=O)[O-])c(C(=O)[O-])c(S([O])([O])O)c1S([O])([O])O)C4=O)C(=O)N(c1cc([N+](=O)[O-])c(C(=O)[O-])c(S([O])([O])O)c1S([O])([O])O)C2=O,1
CCOc1c(C(=O)[O-])c(I)c2c(OCC)c(OCC)c(C(=O)[O-])c(I)c2c1OCC,1
CCOc1cc(C(=O)[O-])c(I)c(I)c1N1C(=O)c2cc(OCC)c3c4c(cc(OCC)c(c24)C1=O)C(=O)N(c1c(OCC)cc(C(=O)[O-])c(I)c1I)C3=O,1
Ic1nc(I)c2c(I)c(I)nc(I)c2c1I,1
COc1c(C(=O)[O-])c(OC)c([N+](=O)[O-])c(N2C(=O)c3c(OC)c([N+](=O)[O-])c4c5c(c(OC)c([N+](=O)[O-])c(c35)C2=O)C(=O)N(c2c([N+](=O)[O-])c(OC)c(C(=O)[O-])c(OC)c2[N+](=O)[O-])C4=O)c1[N+](=O)[O-],1
COc1c([N+](=O)[O-])c(C(=O)[O-])c([N+](=O)[O-])c2c(OC)c([N+](=O)[O-])c(C(=O)[O-])c([N+](=O)[O-])c12,1
O=[N+]([O-])c1nc([N+](=O)[O-])c2c([N+](=O)[O-])c([N+](=O)[O-])nc([N+](=O)[O-])c2c1[N+](=O)[O-],1
CCOc1c(C(=O)[O-])cc2c(OCC)c(OCC)c(C(=O)[O-])cc2c1OCC,1
O=C([O-])c1ccc(N2C(=O)c3ccc4c5c(ccc(c35)C2=O)C(=O)N(c2ccc(C(=O)[O-])c(F)c2)C4=O)cc1F,1
Nc1cc(N2C(=O)c3ccc4c5c(ccc(c35)C2=O)C(=O)N(c2ccc(C(=O)[O-])c(N)c2)C4=O)ccc1C(=O)[O-],1
[O]S([O])(O)c1cc(C(=O)[O-])ccc1N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(c1ccc(C(=O)[O-])cc1S([O])([O])O)C5=O,1
O=C([O-])c1cc([N+](=O)[O-])c(C(=O)[O-])c2c(C(=O)O)cccc12,1
O=C([O-])c1ccc(C(=O)[O-])c2c(C(=O)O)c([N+](=O)[O-])ccc12,1
COc1cccc2c(C(=O)[O-])c(O)cc(C(=O)[O-])c12,1
COc1cc2nccnc2c(OC)c1Br,1
CNc1c(OC)cc2c(C(=O)[O-])ccc(C(=O)[O-])c2c1OC,1
CNc1nc2ccc(OC)cc2nc1OC,1
N#Cc1nc2ccccc2nc1Br,1
Cc1cc(C(=O)[O-])c2cc(C#N)c(C)c(C#N)c2c1C(=O)[O-],1
Cc1ccc2nc(C#N)c(C#N)nc2c1C,1
CCc1cc(C(=O)[O-])c2ccccc2c1C(=O)[O-],1
O=C([O-])c1ccc(C(=O)[O-])c2cc([N+](=O)[O-])ccc12,1
O=C([O-])c1ccc(C(=O)[O-])c2cc(Br)ccc12,1
CNc1cc(Br)c2c(C(=O)[O-])cc(Br)c(C(=O)[O-])c2c1,1
CNc1cc(Br)c2c(C(=O)[O-])ccc(C(=O)[O-])c2c1,1
CNc1cc2c(C(=O)[O-])cc(Br)c(C(=O)[O-])c2cc1Br,1
O=C([O-])c1cc2c(cc1Cl)cc(Cl)c1c(C(=O)[O-])cc(Cl)cc12,1
Clc1cc(I)c2nc(I)cnc2c1,1
O=C([O-])c1cc(I)c(C(=O)[O-])c2ccccc12,1
O=C([O-])c1ccc(C(=O)[O-])c2c(I)c(F)c(F)cc12,1
Fc1c(I)ccc2nccnc12,1
O=C([O-])c1cc(I)c2c(I)c(F)c3c(C(=O)[O-])ccc(I)c3c2c1,1
Cc1c(C(=O)[O-])c(C)c2c(Cl)c(Cl)c3c(C)c(C(=O)[O-])c(C)c4c(C)c(C)c1c2c43,1
Cc1c(C(=O)[O-])c(C)c2c(Cl)c(Cl)c3c(C)c(C(=O)[O-])c(C)c4c(Cl)c(Cl)c1c2c43,1
Cc1c(Cl)c(Cl)c2c(C(=O)[O-])c(Cl)c(Cl)c(C(=O)[O-])c2c1C,1
COc1cc2c3cc(C(=O)[O-])c(C#N)cc3ccc2c2c(OC)c(C(=O)[O-])ccc12,1
O=C([O-])c1ccc2ccc3c4c(F)c(C(=O)[O-])ccc4cc(F)c3c2c1,1
CCc1cc2c(cc(CC)c3ccc(C(=O)[O-])c(F)c32)c2cc(C(=O)[O-])ccc12,1
O=C([O-])c1c(F)c(Cl)c(C(=O)[O-])c2c(Cl)c(F)c(Cl)c(Cl)c12,1
O=C(O)c1cc(C(=O)[O-])c2ccccc2c1C(=O)[O-],1
O=Cc1c(C=O)c(C(=O)[O-])c2c(Br)c(Br)c(Br)c(Br)c2c1C(=O)[O-],1
O=C([O-])c1cc([N+](=O)[O-])c(C(=O)[O-])c2cc([N+](=O)[O-])ccc12,1
O=[N+]([O-])c1ccc2nc([N+](=O)[O-])cnc2c1,1
CNc1c(I)c(C(=O)[O-])c2c(I)c(I)c(I)cc2c1C(=O)[O-],1
O=C([O-])c1cc(F)c(C(=O)[O-])c2ccc(F)cc12,1
O=C([O-])c1c(F)c(I)c(C(=O)[O-])c2cc(I)ccc12,1
O=C([O-])C12CCC(C(=O)[O-])(CC1)C(I)(I)C2I,1
O=C([O-])c1c(I)cc(C(=O)[O-])c2c(F)c(I)c(F)cc12,1
O=C([O-])c1ccc(C(=O)[O-])c2c(F)c(I)ccc12,1
O=CC1CC2(C(=O)[O-])C(C(=O)O)C(C=O)(C(=O)O)C1(C(=O)[O-])CC2(C=O)C(=O)O,1
O=Cc1cc(C(=O)O)c2c(C(=O)[O-])cc(C(=O)O)c(C(=O)[O-])c2c1,1
O=Cc1cc(C(=O)[O-])c2cc(C(=O)O)cc(C(=O)O)c2c1C(=O)[O-],1
O=Cc1cc(C=O)c2c(C(=O)[O-])c(C(=O)O)c(C(=O)O)c(C(=O)[O-])c2c1,1
O=Cc1cccc2c(C(=O)[O-])cc(C(=O)O)c(C(=O)[O-])c12,1
O=C(O)c1c(C(=O)O)c(C(=O)[O-])c2c(C(=O)O)ccc(C(=O)O)c2c1C(=O)[O-],1
O=C([O-])C12CC(Cl)C(C(=O)[O-])(C(Br)C1)C(Br)C2,1
O=C([O-])c1c(Br)cc(C(=O)[O-])c2c(Cl)c(Cl)ccc12,1
Oc1cc2nc(O)c(O)nc2cc1O,1
O=C([O-])C#CC12CC(O)C(C#CC(=O)[O-])(C(O)C1)C(O)(O)C2,1
O=C([O-])c1c(Cl)c(Br)c(C(=O)[O-])c2cc(Cl)ccc12,1
O=C([O-])c1cc(Br)c(C(=O)[O-])c2ccc(Cl)cc12,1
O=C([O-])C12C3C4C1C1(Br)C4(C(=O)[O-])C3C21Cl,1
O=C([O-])c1c(Cl)cc(C(=O)[O-])c2c(Br)c(Cl)ccc12,1
CCOC12C3C4C5C(C1C53C(=O)[O-])C42C(=O)[O-],1
O=C([O-])c1c(O)cc(C(=O)[O-])c2c(O)cccc12,1
Nc1ccc2c(C(=O)[O-])c(Cl)cc(C(=O)[O-])c2c1,1
Nc1cc(C(=O)[O-])c2c(Cl)c(Cl)ccc2c1C(=O)[O-],1
Nc1cc(Cl)c(N)c2c(C(=O)[O-])ccc(C(=O)[O-])c12,1
Nc1cccc2c(C(=O)[O-])ccc(C(=O)[O-])c12,1
CCOc1ccc2c(C(=O)[O-])ccc(C(=O)[O-])c2c1,1
CCOc1cccc2c(C(=O)[O-])ccc(C(=O)[O-])c12,1
O=C(O)c1cc(C(=O)O)c2c(C(=O)[O-])ccc(C(=O)[O-])c2c1,1
O=C([O-])C12C3C4C1C1(C(=O)O)C2C3(C(=O)O)C41C(=O)[O-],1
O=C([O-])C12C3C4(Cl)C1(Br)C1(Cl)C2(Br)C3(Cl)C41C(=O)[O-],1
O=C([O-])c1c(Br)c(Br)c(C(=O)[O-])c2cc(Cl)c(Cl)cc12,1
O=C([O-])c1cc(Br)c(C(=O)[O-])c2c(Cl)c(Br)cc(Br)c12,1
O=C([O-])c1cc(Cl)c(C(=O)[O-])c2c(Cl)c(Cl)cc(Cl)c12,1
O=C([O-])c1cc(Cl)c(C(=O)[O-])c2c(Br)cccc12,1
Oc1cc(Cl)c(O)c2nc(Cl)cnc12,1
O=C([O-])c1c(O)c(Cl)c(C(=O)[O-])c2c(Cl)cc(O)cc12,1
O=C([O-])C12C3C4C1(O)C1(Cl)C2C3(O)C41C(=O)[O-],1
Clc1cnc2ccccc2n1,1
O=C([O-])C12C3C4C1C1(Cl)C2C3(O)C41C(=O)[O-],1
O=CC12C3C4C5C(C1C53C(=O)[O-])C42C(=O)[O-],1
O=Cc1cccc2c(C(=O)[O-])ccc(C(=O)[O-])c12,1
O=Cc1cnc2ccccc2n1,1
O=C([O-])c1ccc(C(=O)[O-])c2c(F)cccc12,1
CCCc1cc2ncc(C)nc2cc1C,1
CCc1cc(N2C(=O)c3ccc4c5c(c([N+](=O)[O-])c([N+](=O)[O-])c(c35)C2=O)C(=O)N(c2ccc(C(=O)[O-])cc2CC)C4=O)ccc1C(=O)[O-],1
CCc1ccc2c(C(=O)[O-])cc([N+](=O)[O-])c(C(=O)[O-])c2c1,1
CCc1cnc2ccccc2n1,1
O=C([O-])c1cc(Cl)c(C(=O)[O-])c2ccc(Cl)cc12,1
Clc1ccc2nccnc2c1Cl,1
Clc1ccc2nccnc2c1,1
[O]S([O])(O)c1cc(C(=O)[O-])cc(Cl)c1N1C(=O)c2ccc3c4ccc5c6c(cc(Cl)c(c7cc(S([O])([O])O)c(c2c37)C1=O)c64)C(=O)N(c1ccc(C(=O)[O-])c(Cl)c1)C5=O,1
O=C([O-])c1c(I)c2ccc3c(I)c(C(=O)[O-])c(I)c4ccc(c1I)c2c34,1
O=C([O-])c1c2cccc(I)c2c(C(=O)[O-])c2c(I)cccc12,1
CNc1cccc2c(C(=O)[O-])c3cccc(NC)c3c(C(=O)[O-])c12,1
Ic1ccc2c(ccc3ccnc(I)c32)n1,1
O=C([O-])c1cc2c(cc1I)c(I)c(I)c1c(C(=O)[O-])cccc12,1
O=C([O-])c1cc2cc(I)c3c(I)c(C(=O)[O-])cc4c(I)cc(c1I)c2c43,1
O=Cc1cc2cc(C(=O)[O-])cc3ccc4cc(C(=O)[O-])cc1c4c32,1
O=Cc1cc2ccc3c(C(=O)[O-])cc(I)cc3c2cc1C(=O)[O-],1
N#Cc1cc2ccc3c(ccc4ccc(C(=O)[O-])c(S([O])([O])O)c43)c2cc1C(=O)[O-],1
N#Cc1ccc(C(=O)[O-])c2ccc3ccc(C(=O)[O-])cc3c12,1
CCc1cc2ccc3nc(CC)ccc3c2cn1,1
Cc1cnc2ccc3ccnc(S([O])([O])O)c3c2c1.O=C([O-])C#CC#CC(=O)[O-],1
Nc1cc(C(=O)[O-])c2cc(Cl)c3c(Cl)c(N)c(C(=O)[O-])c(N)c3c2c1,1
COC1(OC)C2(C(=O)[O-])C([N+](=O)[O-])CC(C(=O)[O-])(C(OC)([N+](=O)[O-])C2(OC)[N+](=O)[O-])C1([N+](=O)[O-])[N+](=O)[O-],1
COc1c(C(=O)[O-])cc2c(c1OC)c(OC)c(OC)c1c(C(=O)[O-])c(OC)c([N+](=O)[O-])c([N+](=O)[O-])c12,1
COc1cnc2ccc3ccnc([N+](=O)[O-])c3c2c1,1
O=C([O-])C12CC(O)C(C(=O)[O-])(CC1Cl)C(Cl)C2,1
N#CC1CC2(C(=O)[O-])C(C#N)CC1(C(=O)[O-])CC2(O)C#N,1
N#Cc1cc(O)c2c(ccc3c(C#N)cc(C(=O)[O-])c(C#N)c32)c1C(=O)[O-],1
N#Cc1cnc2c(O)cc3c(O)cnc(O)c3c2c1,1
CNC1(Br)CC2(C(=O)[O-])CCC1(C(=O)[O-])CC2,1
CCCOc1cnc2ccc3ccncc3c2c1,1
Fc1ccc2c(ccc3ccncc32)n1,1
O=C([O-])C12CC(F)C(C(=O)[O-])(C(F)C1)C(F)C2,1
O=C([O-])c1ccc2cc(F)c3c(C(=O)[O-])cccc3c2c1,1
COC1CC2(C#CC(=O)[O-])CC(I)(I)C1(C#CC(=O)[O-])CC2I,1
COc1c(I)c2cc(I)c(C(=O)[O-])cc2c2c(I)ccc(C(=O)[O-])c12,1
COc1nc(I)cc2ccc3ncc(I)cc3c12,1
O=Cc1cc(C(=O)[O-])c2ccc3c(C=O)cc(C(=O)[O-])cc3c2c1,1
O=Cc1cnc2ccc3ccncc3c2c1,1
O=C([O-])c1cc2c(cc1F)c(I)cc1c(C(=O)[O-])c(I)ccc12,1
Nc1cc(C(=O)[O-])c2cc(N)c3ccc(C(=O)[O-])cc3c2c1,1
Cc1nccc2ccc3ncccc3c12,1
O=C([O-])c1ccc2cc(Br)c3c(C(=O)[O-])cc(Br)cc3c2c1,1
Brc1cncc2c1ccc1nccc(Br)c12,1
NC12C3C4C5(Br)C3(C#CC(=O)[O-])C1C5(N)C42C#CC(=O)[O-],1
Nc1nc(Cl)c(Cl)c2ccc3nc(Cl)c(Cl)cc3c12,1
NC(=Cc1ccc(C(=O)[O-])cc1N)c1ccc(C(=O)[O-])cc1,1
O=C([O-])c1ccc2ccc3c(C(=O)[O-])cccc3c2c1Cl,1
N#Cc1cc(C=Cc2c(F)cc(C(=O)[O-])c(C#N)c2F)c(C#N)c(C#N)c1C(=O)[O-],1
N#Cc1cc(C(=O)[O-])c(C#N)c2c1c(C#N)cc1c(C(=O)[O-])cccc12,1
N#Cc1ncc2c(cc(C#N)c3nc(F)c(C#N)c(C#N)c32)c1F,1
N#Cc1cc(C(=O)[O-])c2ccc3ccc(C(=O)[O-])cc3c2c1[N+](=O)[O-],1
N#Cc1cc2c(C#N)cc3nccc([N+](=O)[O-])c3c2cn1,1
O=C([O-])c1ccc(-c2nnc(-c3ccc(C(=O)[O-])c([N+](=O)[O-])c3)nn2)cc1,1
O=C([O-])c1cc2c(c(F)cc3c(C(=O)[O-])cc(F)cc32)c(F)c1F,1
Fc1cnc2c(F)cc3ccncc3c2c1F,1
O=C([O-])c1ccc(N2C(=O)c3cc(F)c4c5c(c(F)c(F)c(c35)C2=O)C(=O)N(c2ccc(C(=O)[O-])cc2)C4=O)cc1,1
Cc1cc2ccc3nc(C)ccc3c2cn1,1
Cc1c(C(=O)[O-])cc2c(ccc3c(C(=O)[O-])cccc32)c1C,1
Cc1cc(N2C(=O)c3ccc4c5ccc6c7c(cc(C)c(c8ccc(c3c48)C2=O)c75)C(=O)N(c2ccc(C(=O)[O-])cc2)C6=O)ccc1C(=O)[O-],1
CCc1cc(C(=O)[O-])ccc1N1C(=O)c2ccc3c4c(CC)cc5c6c(ccc(c7cc(CC)c(c2c73)C1=O)c64)C(=O)N(c1c(CC)cc(C(=O)[O-])cc1CC)C5=O,1
CCc1cc2ccc3c(C(=O)[O-])cccc3c2cc1C(=O)[O-],1
O=C([O-])c1cc2c(O)cc3c(O)c(C(=O)[O-])cc4c(O)cc(c1O)c2c43,1
CCc1c(C(=O)[O-])c(C)c2c(CC)c(C)c3c(CC)c(C(=O)[O-])c(C)c4c(CC)c(C)c1c2c34,1
Cc1nc(C)c2c(C)c(C)c3c(C)nc(C)c4c(C)c(C)c1c2c43,1
CCCOc1c(OCCC)c2c(I)nc(I)c3c(OCCC)c(OCCC)c4c(I)nc(I)c1c4c23,1
O=C([O-])c1c(I)c2c(I)c(I)c3c(I)c(C(=O)[O-])c(I)c4c(I)c(I)c(c1I)c2c34,1
O=C([O-])c1cc2cc([N+](=O)[O-])c3c(Cl)c(C(=O)[O-])cc4cc([N+](=O)[O-])c(c1Cl)c2c43,1
CCc1nc(CC)c2c(C=O)c(C=O)c3c(CC)nc(CC)c4c(C=O)c(C=O)c1c2c43,1
N#Cc1c(C#N)c2cncc3c(C#N)c(C#N)c4cncc1c4c23,1
O=C([O-])c1cc2cc(C(=O)O)c3c(C(=O)O)c(C(=O)[O-])cc4cc(C(=O)O)c(c1C(=O)O)c2c43,1
O=C([O-])C#CC=CC#CC(=O)[O-].[O]S([O])(O)c1ncc2ccc3c(S([O])([O])O)ncc4ccc1c2c43,1
CNc1ncc2ccc3c(NC)ncc4ccc1c2c43,1
CCCc1ncc2c(CCC)c(CCC)c3cnc(CCC)c4ccc1c2c43,1
COC1C(OC)C2(C(=O)[O-])CCC1(C(=O)[O-])C(OC)C2OC,1
Clc1nc(Cl)c2c(Cl)c(Cl)c3c(Cl)nc(Cl)c4ccc1c2c43,1
O=C([O-])C#CC12CC(Cl)(Cl)C(C#CC(=O)[O-])(C(c3ccccc3)C1Cl)C(c1ccccc1)C2Cl,1
O=C([O-])c1cc2cc(Cl)c3cc(C(=O)[O-])c(-c4ccccc4)c4c(Cl)cc(c1)c2c34,1
Nc1c(N)c2cncc3c(N)c(N)c4cncc1c4c23,1
NC12C3C4(N)C5(N)C(C1(N)C35C(=O)[O-])C24C(=O)[O-],1
O=C(O)c1nc(C(=O)O)c2c(C(=O)O)c(C(=O)O)c3c(C(=O)O)nc(C(=O)O)c4c(C(=O)O)c(C(=O)O)c1c2c43,1
O=C([O-])C12C3C4(C(=O)O)C5(C(=O)[O-])C(C14C(=O)O)C2(C(=O)O)C35C(=O)O,1
O=C([O-])c1cc2c(C(=O)O)c(C(=O)O)c3c(C(=O)O)c(C(=O)[O-])cc4c(C(=O)O)c(C(=O)O)c(c1C(=O)O)c2c43,1
N#Cc1c(Cl)c2c(Cl)nc(Cl)c3c(C#N)c(Cl)c4c(Cl)nc(Cl)c1c4c23,1
O=[N+]([O-])c1cc2cncc3c([N+](=O)[O-])cc4cncc1c4c23,1
O=C([O-])c1cc2c(I)cc3c(I)c(C(=O)[O-])cc4c(I)cc(c1I)c2c43,1
O=C([O-])C#CC12C3C4(C(=O)O)C5(C#CC(=O)[O-])C(C14C(=O)O)C2(C(=O)O)C35C(=O)O,1
OC1=N[CH]c2c(O)cc3c4c(c(O)cc1c24)[CH]N=C3O,1
O=C([O-])c1cc(O)c(C=Cc2c(O)cc(C(=O)[O-])c(Cl)c2Cl)c(Cl)c1Cl,1
CCCc1cc(C=Cc2ccc(C(=O)[O-])c(CCC)c2)ccc1C(=O)[O-],1
O=C([O-])c1cc2ccc3c(C(=O)O)c(C(=O)[O-])cc4ccc(c1C(=O)O)c2c43,1
O=C([O-])c1cc([N+](=O)[O-])c(C2=N[N]C(c3c([N+](=O)[O-])cc(C(=O)[O-])cc3[N+](=O)[O-])=N[N]2)c([N+](=O)[O-])c1,1
CNc1c(C(=O)[O-])c(F)c2c(F)cc3c(NC)c(C(=O)[O-])c(F)c4c(F)cc1c2c34,1
CNc1cc(C(=O)[O-])cc(NC)c1N1C(=O)c2cc(F)c3c4c(cc(F)c(c24)C1=O)C(=O)N(c1c(NC)cc(C(=O)[O-])cc1NC)C3=O,1
Fc1nc(F)c2c(F)c(F)c3c(F)nc(F)c4c(F)c(F)c1c2c43,1
N#Cc1cc2cc(C(=O)[O-])c(O)c3c(C#N)cc4cc(C(=O)[O-])c(O)c1c4c23,1
O=Cc1nc(C=O)c2ccc3c(C=O)nc(C=O)c4ccc1c2c43,1
CCCOc1c(OCCC)c2cncc3c(OCCC)c(OCCC)c4cncc1c4c23,1
CCCOc1cc2c3c(ccc4c5c(OCCC)cc6c7c(ccc(c1c34)c75)C(=O)N(c1ccc(C(=O)[O-])cc1)C6=O)C(=O)N(c1ccc(C(=O)[O-])cc1)C2=O,1
Nc1cc2ccncc2c2c(N)cc3ccncc3c12,1
Nc1cc2ccc3c4cc(C(=O)[O-])c(N)cc4ccc3c2cc1C(=O)[O-],1
Ic1cncc2c1ccc1c3cncc(I)c3ccc21,1
O=C([O-])c1cc2c(cc1I)cc(I)c1c3cc(C(=O)[O-])c(I)cc3cc(I)c21,1
O=Cc1cncc2c1ccc1c3cncc(C=O)c3ccc21,1
[O]S([O])(O)c1cc(C(=O)[O-])c(S([O])([O])O)c2c1ccc1c2ccc2c(S([O])([O])O)cc(C(=O)[O-])c(S([O])([O])O)c21,1
COc1cc2ccc3c4cc(C(=O)[O-])c(OC)cc4ccc3c2cc1C(=O)[O-],1
COc1nccc2ccc3c(ccc4ccnc(OC)c43)c12,1
Nc1cc(C(=O)[O-])cc2c1ccc1c3cc(C(=O)[O-])cc(N)c3ccc21,1
CCOc1cc(C(=O)[O-])cc2c1ccc1c3cc(C(=O)[O-])cc(OCC)c3ccc21,1
O=C(O)c1cc2c(Br)cncc2c2c(C(=O)O)cc3c(Br)cncc3c12,1
CCO[C]1C(OCC)=N[C](I)c2c1c(OCC)cc1c3c(c(OCC)cc21)[C](OCC)C(OCC)=N[C]3I,1
O=C([O-])c1cc(I)c2cc(I)c3c4cc(C(=O)[O-])cc(I)c4cc(I)c3c2c1,1
Clc1nc(Br)c2c(c(Br)cc3c2cc(Br)c2c(Cl)c(Cl)nc(Br)c23)c1Cl,1
O=C([O-])c1cc(Cl)c2ccc3c(ccc4c(Cl)cc(C(=O)[O-])c(Cl)c43)c2c1Cl,1
N#Cc1cc2c3cc(C(=O)[O-])ccc3c(C#N)cc2c2cc(C(=O)[O-])ccc12,1
c1ccc(-c2cc3c(cc(-c4ccccc4)c4ccnc(-c5ccccc5)c43)c3c(-c4ccccc4)nccc23)cc1,1
O=C([O-])C#CC=CC#CC(=O)[O-].[O]S([O])(O)c1nccc2cc(F)c3c4c(S([O])([O])O)nccc4cc(F)c3c12,1
O=C([O-])c1cc2c(ccc3c4cc(C(=O)[O-])c(F)cc4ccc23)cc1F,1
CCC1C(Cl)C2(C(=O)[O-])C(Cl)CC1(C(=O)[O-])CC2CC,1
CCc1cc2c3cncc(CC)c3ccc2c2cnccc12,1
CNc1cc2ccc(C(=O)[O-])cc2c2ccc3c(Cl)cc(C(=O)[O-])cc3c12,1
COC1CC2(C(=O)[O-])CC(N)C1(C(=O)[O-])CC2N,1
COc1cncc2c1ccc1c3cnccc3ccc21,1
Nc1c(N)c2c3cc(C(=O)[O-])ccc3cc(N)c2c2cc(C(=O)[O-])ccc12,1
O=CC1CC2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])CC2C=O,1
[O]S([O])(O)c1cc2c3cc(C(=O)[O-])ccc3ccc2c2cc(C(=O)[O-])ccc12,1
[O]S([O])(O)c1nccc2ccc3c4cnccc4ccc3c12,1
O=[N+]([O-])c1cc2ccc3c4cnc([N+](=O)[O-])cc4ccc3c2cn1,1
